Plan: 'Test 2' (Sava2D-Obr-Ost.p02)
Simulation started at: 25Aug2022 12:46:46 PM

Writing Geometry...
Computing 2D Flow Area 'Obuhvat2D' tables: Property tables do not exist.
2D Flow Area 'Obuhvat2D' tables complete 14.16 sec
Completed Writing Geometry

	
Geometric Preprocessor HEC-RAS 6.2 March 2022
 

Finished Processing Geometry

Writing Event Conditions ...
Completed Writing Event Condition Data


Performing Unsteady Flow Simulation  HEC-RAS 6.2 March 2022
 
	
Unsteady Input Summary:
     2D Unsteady SWE-ELM Equation Set (faster)

Maximum adaptive timestep = 20:00.0    Minimum adaptive timestep = 00:02.344
Initial adaptive timestep = 00:37.5

Maximum iteration location		Cell	 WSEL	ERROR	ITERATIONS
01SEP2022 16:23:12  Obuhvat2D	Cell #	     29634	   70.21	   0.203	20
01SEP2022 16:23:17  Obuhvat2D	Cell #	     29634	   70.40	   0.195	21
01SEP2022 16:23:22  Obuhvat2D	Cell #	     29636	   70.36	   0.047	20
01SEP2022 16:23:26  Obuhvat2D	Cell #	     29634	   70.42	   0.225	21

01SEP2022 16:23:31  Obuhvat2D	Cell #	     29636	   70.34	   0.028	20
01SEP2022 16:23:36  Obuhvat2D	Cell #	     29634	   70.42	   0.226	21
01SEP2022 16:23:40  Obuhvat2D	Cell #	     29636	   70.38	   0.063	20
01SEP2022 16:23:45  Obuhvat2D	Cell #	     29634	   70.40	   0.190	21

01SEP2022 16:23:50  Obuhvat2D	Cell #	     29636	   70.44	   0.135	20
01SEP2022 16:23:54  Obuhvat2D	Cell #	     29636	   70.46	   0.262	21
01SEP2022 16:23:59  Obuhvat2D	Cell #	     29636	   70.46	   0.276	21
01SEP2022 16:24:04  Obuhvat2D	Cell #	     29634	   70.31	   0.065	22

01SEP2022 16:24:09  Obuhvat2D	Cell #	     29634	   70.33	   0.165	21
01SEP2022 16:24:13  Obuhvat2D	Cell #	     29636	   70.33	   0.056	20
01SEP2022 16:24:18  Obuhvat2D	Cell #	     29636	   70.38	   0.039	20
01SEP2022 16:24:23  Obuhvat2D	Cell #	     29634	   70.19	   0.079	20

01SEP2022 16:24:27  Obuhvat2D	Cell #	     29634	   70.21	   0.207	20
01SEP2022 16:24:32  Obuhvat2D	Cell #	     29634	   70.40	   0.199	21
01SEP2022 16:24:37  Obuhvat2D	Cell #	     29634	   70.15	   0.125	21
01SEP2022 16:24:41  Obuhvat2D	Cell #	     29634	   70.25	   0.157	21

01SEP2022 16:24:46  Obuhvat2D	Cell #	     29636	   70.37	   0.012	20
01SEP2022 16:24:51  Obuhvat2D	Cell #	     29634	   70.22	   0.057	20
01SEP2022 16:24:55  Obuhvat2D	Cell #	     29634	   70.36	   0.139	20
01SEP2022 16:25:00  Obuhvat2D	Cell #	     29634	   70.07	   0.295	21

01SEP2022 16:25:05  Obuhvat2D	Cell #	     29634	   70.40	   0.082	21
01SEP2022 16:25:09  Obuhvat2D	Cell #	     29636	   70.42	   0.163	20
01SEP2022 16:25:14  Obuhvat2D	Cell #	     29636	   70.22	   0.202	21
01SEP2022 16:25:19  Obuhvat2D	Cell #	     29634	   70.34	   0.113	21

01SEP2022 16:25:24  Obuhvat2D	Cell #	     29634	   70.09	   0.246	20
01SEP2022 16:25:28  Obuhvat2D	Cell #	     29634	   70.30	   0.089	21
01SEP2022 16:25:33  Obuhvat2D	Cell #	     29636	   70.37	   0.018	20
01SEP2022 16:25:38  Obuhvat2D	Cell #	     29634	   70.29	   0.046	20

01SEP2022 16:25:42  Obuhvat2D	Cell #	     29634	   70.29	   0.073	21
01SEP2022 16:25:47  Obuhvat2D	Cell #	     29634	   70.20	   0.081	20
01SEP2022 16:25:52  Obuhvat2D	Cell #	     29634	   70.42	   0.212	21
01SEP2022 16:25:56  Obuhvat2D	Cell #	     29636	   70.36	   0.046	20

01SEP2022 16:26:01  Obuhvat2D	Cell #	     29634	   70.19	   0.228	21
01SEP2022 16:26:06  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:26:10  Obuhvat2D	Cell #	     29636	   70.35	   0.066	20
01SEP2022 16:26:15  Obuhvat2D	Cell #	     29634	   70.42	   0.225	21

01SEP2022 16:26:20  Obuhvat2D	Cell #	     29636	   70.37	   0.029	20
01SEP2022 16:26:24  Obuhvat2D	Cell #	     29634	   70.42	   0.225	20
01SEP2022 16:26:29  Obuhvat2D	Cell #	     29636	   70.31	   0.097	21
01SEP2022 16:26:34  Obuhvat2D	Cell #	     29634	   70.36	   0.129	21

01SEP2022 16:26:39  Obuhvat2D	Cell #	     29636	   70.20	   0.248	22
01SEP2022 16:26:43  Obuhvat2D	Cell #	     29634	   70.35	   0.041	21
01SEP2022 16:26:48  Obuhvat2D	Cell #	     29634	   70.27	   0.094	20
01SEP2022 16:26:53  Obuhvat2D	Cell #	     29636	   70.28	   0.110	21

01SEP2022 16:26:57  Obuhvat2D	Cell #	     29634	   70.23	   0.091	21
01SEP2022 16:27:02  Obuhvat2D	Cell #	     29634	   70.35	   0.122	21
01SEP2022 16:27:07  Obuhvat2D	Cell #	     29636	   70.34	   0.028	20
01SEP2022 16:27:11  Obuhvat2D	Cell #	     29634	   70.33	   0.089	21

01SEP2022 16:27:16  Obuhvat2D	Cell #	     29634	   70.11	   0.216	21
01SEP2022 16:27:21  Obuhvat2D	Cell #	     29634	   70.29	   0.116	20
01SEP2022 16:27:25  Obuhvat2D	Cell #	     29636	   70.38	   0.040	20
01SEP2022 16:27:30  Obuhvat2D	Cell #	     29636	   70.30	   0.080	20

01SEP2022 16:27:35  Obuhvat2D	Cell #	     29636	   70.34	   0.066	20
01SEP2022 16:27:39  Obuhvat2D	Cell #	     29634	   70.19	   0.101	20
01SEP2022 16:27:44  Obuhvat2D	Cell #	     29634	   70.18	   0.226	20
01SEP2022 16:27:49  Obuhvat2D	Cell #	     29634	   70.21	   0.199	21

01SEP2022 16:27:54  Obuhvat2D	Cell #	     29636	   70.21	   0.225	20
01SEP2022 16:27:58  Obuhvat2D	Cell #	     29634	   70.20	   0.014	20
01SEP2022 16:28:03  Obuhvat2D	Cell #	     29634	   70.42	   0.229	21
01SEP2022 16:28:08  Obuhvat2D	Cell #	     29636	   70.34	   0.074	20

01SEP2022 16:28:12  Obuhvat2D	Cell #	     29634	   70.19	   0.222	21
01SEP2022 16:28:17  Obuhvat2D	Cell #	     29634	   70.40	   0.170	21
01SEP2022 16:28:22  Obuhvat2D	Cell #	     29634	   70.17	   0.051	20
01SEP2022 16:28:26  Obuhvat2D	Cell #	     29634	   70.21	   0.202	21

01SEP2022 16:28:31  Obuhvat2D	Cell #	     29634	   70.40	   0.187	20
01SEP2022 16:28:36  Obuhvat2D	Cell #	     29636	   70.37	   0.029	20
01SEP2022 16:28:40  Obuhvat2D	Cell #	     29634	   70.42	   0.221	21
01SEP2022 16:28:45  Obuhvat2D	Cell #	     29636	   70.40	   0.074	20

01SEP2022 16:28:50  Obuhvat2D	Cell #	     29634	   70.41	   0.185	20
01SEP2022 16:28:54  Obuhvat2D	Cell #	     29634	   70.09	   0.196	20
01SEP2022 16:28:59  Obuhvat2D	Cell #	     29636	   70.42	   0.152	21
01SEP2022 16:29:04  Obuhvat2D	Cell #	     29636	   70.23	   0.186	20

01SEP2022 16:29:09  Obuhvat2D	Cell #	     29634	   70.41	   0.199	21
01SEP2022 16:29:13  Obuhvat2D	Cell #	     29636	   70.40	   0.106	20
01SEP2022 16:29:18  Obuhvat2D	Cell #	     29636	   70.27	   0.131	20
01SEP2022 16:29:23  Obuhvat2D	Cell #	     29636	   70.41	   0.067	20

01SEP2022 16:29:27  Obuhvat2D	Cell #	     29636	   70.25	   0.165	21
01SEP2022 16:29:32  Obuhvat2D	Cell #	     29634	   70.07	   0.290	20
01SEP2022 16:29:37  Obuhvat2D	Cell #	     29636	   70.48	   0.312	21
01SEP2022 16:29:41  Obuhvat2D	Cell #	     29634	   70.20	   0.052	23

01SEP2022 16:29:46  Obuhvat2D	Cell #	     29634	   70.41	   0.218	22
01SEP2022 16:29:51  Obuhvat2D	Cell #	     29636	   70.36	   0.014	20
01SEP2022 16:29:55  Obuhvat2D	Cell #	     29634	   70.42	   0.232	21
01SEP2022 16:30:00  Obuhvat2D	Cell #	     29634	   70.14	   0.126	20

01SEP2022 16:30:05  Obuhvat2D	Cell #	     29636	   70.46	   0.255	21
01SEP2022 16:30:09  Obuhvat2D	Cell #	     29636	   70.46	   0.273	21
01SEP2022 16:30:14  Obuhvat2D	Cell #	     29634	   70.29	   0.039	21
01SEP2022 16:30:19  Obuhvat2D	Cell #	     29634	   70.30	   0.102	20

01SEP2022 16:30:24  Obuhvat2D	Cell #	     29634	   70.15	   0.148	21
01SEP2022 16:30:28  Obuhvat2D	Cell #	     29634	   70.41	   0.168	22
01SEP2022 16:30:33  Obuhvat2D	Cell #	     29636	   70.26	   0.157	21
01SEP2022 16:30:38  Obuhvat2D	Cell #	     29634	   70.25	   0.163	21

01SEP2022 16:30:42  Obuhvat2D	Cell #	     29634	   70.28	   0.011	20
01SEP2022 16:30:47  Obuhvat2D	Cell #	     29634	   70.22	   0.065	20
01SEP2022 16:30:52  Obuhvat2D	Cell #	     29634	   70.38	   0.164	20
01SEP2022 16:30:56  Obuhvat2D	Cell #	     29636	   70.33	   0.033	21

01SEP2022 16:31:01  Obuhvat2D	Cell #	     29634	   70.36	   0.032	21
01SEP2022 16:31:06  Obuhvat2D	Cell #	     29636	   70.33	   0.057	20
01SEP2022 16:31:10  Obuhvat2D	Cell #	     29634	   70.31	   0.073	21
01SEP2022 16:31:15  Obuhvat2D	Cell #	     29634	   70.18	   0.130	20

01SEP2022 16:31:20  Obuhvat2D	Cell #	     29634	   70.42	   0.205	22
01SEP2022 16:31:24  Obuhvat2D	Cell #	     29636	   70.41	   0.124	21
01SEP2022 16:31:29  Obuhvat2D	Cell #	     29636	   70.25	   0.157	21
01SEP2022 16:31:34  Obuhvat2D	Cell #	     29634	   70.09	   0.238	21

01SEP2022 16:31:39  Obuhvat2D	Cell #	     29636	   70.16	   0.302	21
01SEP2022 16:31:43  Obuhvat2D	Cell #	     29634	   70.20	   0.004	20
01SEP2022 16:31:48  Obuhvat2D	Cell #	     29634	   70.41	   0.210	21
01SEP2022 16:31:53  Obuhvat2D	Cell #	     29636	   70.34	   0.065	20

01SEP2022 16:31:57  Obuhvat2D	Cell #	     29634	   70.19	   0.235	21
01SEP2022 16:32:02  Obuhvat2D	Cell #	     29634	   70.40	   0.174	21
01SEP2022 16:32:07  Obuhvat2D	Cell #	     29634	   70.21	   0.040	20
01SEP2022 16:32:11  Obuhvat2D	Cell #	     29634	   70.40	   0.191	21

01SEP2022 16:32:16  Obuhvat2D	Cell #	     29636	   70.30	   0.086	21
01SEP2022 16:32:21  Obuhvat2D	Cell #	     29634	   70.42	   0.192	22
01SEP2022 16:32:25  Obuhvat2D	Cell #	     29636	   70.44	   0.195	22
01SEP2022 16:32:30  Obuhvat2D	Cell #	     29636	   70.21	   0.228	21

01SEP2022 16:32:35  Obuhvat2D	Cell #	     29634	   70.22	   0.086	21
01SEP2022 16:32:39  Obuhvat2D	Cell #	     29634	   70.37	   0.149	21
01SEP2022 16:32:44  Obuhvat2D	Cell #	     29636	   70.39	   0.048	20
01SEP2022 16:32:49  Obuhvat2D	Cell #	     29636	   70.41	   0.129	20

01SEP2022 16:32:54  Obuhvat2D	Cell #	     29634	   70.31	   0.195	21
01SEP2022 16:32:58  Obuhvat2D	Cell #	     29636	   70.21	   0.226	22
01SEP2022 16:33:03  Obuhvat2D	Cell #	     29634	   70.41	   0.160	20
01SEP2022 16:33:08  Obuhvat2D	Cell #	     29636	   70.44	   0.210	21

01SEP2022 16:33:12  Obuhvat2D	Cell #	     29636	   70.18	   0.262	20
01SEP2022 16:33:17  Obuhvat2D	Cell #	     29634	   70.22	   0.104	21
01SEP2022 16:33:22  Obuhvat2D	Cell #	     29634	   70.39	   0.173	21
01SEP2022 16:33:26  Obuhvat2D	Cell #	     29636	   70.30	   0.133	20

01SEP2022 16:33:31  Obuhvat2D	Cell #	     29636	   70.31	   0.121	20
01SEP2022 16:33:36  Obuhvat2D	Cell #	     29634	   70.41	   0.203	21
01SEP2022 16:33:40  Obuhvat2D	Cell #	     29636	   70.44	   0.206	20
01SEP2022 16:33:45  Obuhvat2D	Cell #	     29636	   70.20	   0.238	20

01SEP2022 16:33:50  Obuhvat2D	Cell #	     29634	   70.34	   0.105	20
01SEP2022 16:33:54  Obuhvat2D	Cell #	     29634	   70.10	   0.234	20
01SEP2022 16:33:59  Obuhvat2D	Cell #	     29634	   70.41	   0.112	20
01SEP2022 16:34:04  Obuhvat2D	Cell #	     29636	   70.45	   0.215	20

01SEP2022 16:34:09  Obuhvat2D	Cell #	     29636	   70.19	   0.255	20
01SEP2022 16:34:13  Obuhvat2D	Cell #	     29634	   70.22	   0.098	21
01SEP2022 16:34:18  Obuhvat2D	Cell #	     29634	   70.39	   0.172	20
01SEP2022 16:34:23  Obuhvat2D	Cell #	     29636	   70.30	   0.133	20

01SEP2022 16:34:27  Obuhvat2D	Cell #	     29636	   70.31	   0.120	21
01SEP2022 16:34:32  Obuhvat2D	Cell #	     29634	   70.41	   0.205	21
01SEP2022 16:34:37  Obuhvat2D	Cell #	     29636	   70.44	   0.205	21
01SEP2022 16:34:41  Obuhvat2D	Cell #	     29636	   70.20	   0.237	20

01SEP2022 16:34:46  Obuhvat2D	Cell #	     29634	   70.33	   0.098	21
01SEP2022 16:34:51  Obuhvat2D	Cell #	     29636	   70.24	   0.181	20
01SEP2022 16:34:55  Obuhvat2D	Cell #	     29634	   70.24	   0.179	22
01SEP2022 16:35:00  Obuhvat2D	Cell #	     29634	   70.30	   0.026	20

01SEP2022 16:35:05  Obuhvat2D	Cell #	     29634	   70.19	   0.103	20
01SEP2022 16:35:09  Obuhvat2D	Cell #	     29634	   70.19	   0.224	21
01SEP2022 16:35:14  Obuhvat2D	Cell #	     29634	   70.40	   0.163	21
01SEP2022 16:35:19  Obuhvat2D	Cell #	     29636	   70.34	   0.077	20

01SEP2022 16:35:24  Obuhvat2D	Cell #	     29634	   70.42	   0.222	21
01SEP2022 16:35:28  Obuhvat2D	Cell #	     29636	   70.38	   0.068	20
01SEP2022 16:35:33  Obuhvat2D	Cell #	     29634	   70.40	   0.184	21
01SEP2022 16:35:38  Obuhvat2D	Cell #	     29636	   70.44	   0.137	20

01SEP2022 16:35:42  Obuhvat2D	Cell #	     29636	   70.46	   0.263	20
01SEP2022 16:35:47  Obuhvat2D	Cell #	     29636	   70.46	   0.277	21
01SEP2022 16:35:52  Obuhvat2D	Cell #	     29634	   70.31	   0.074	22
01SEP2022 16:35:56  Obuhvat2D	Cell #	     29634	   70.34	   0.186	21

01SEP2022 16:36:01  Obuhvat2D	Cell #	     29633	   70.56	   0.021	20
01SEP2022 16:36:06  Obuhvat2D	Cell #	     29635	   70.16	   0.021	20
01SEP2022 16:36:10  Obuhvat2D	Cell #	     29636	   70.36	   0.025	20
01SEP2022 16:36:15  Obuhvat2D	Cell #	     29634	   70.37	   0.153	20

01SEP2022 16:36:20  Obuhvat2D	Cell #	     29636	   70.39	   0.049	20
01SEP2022 16:36:24  Obuhvat2D	Cell #	     29636	   70.40	   0.099	20
01SEP2022 16:36:29  Obuhvat2D	Cell #	     29636	   70.27	   0.131	20
01SEP2022 16:36:34  Obuhvat2D	Cell #	     29634	   70.23	   0.174	21

01SEP2022 16:36:39  Obuhvat2D	Cell #	     29634	   70.30	   0.025	20
01SEP2022 16:36:43  Obuhvat2D	Cell #	     29634	   70.19	   0.104	20
01SEP2022 16:36:48  Obuhvat2D	Cell #	     29634	   70.19	   0.219	20
01SEP2022 16:36:53  Obuhvat2D	Cell #	     29634	   70.20	   0.209	21

01SEP2022 16:36:57  Obuhvat2D	Cell #	     29634	   70.23	   0.159	20
01SEP2022 16:37:02  Obuhvat2D	Cell #	     29636	   70.23	   0.199	21
01SEP2022 16:37:07  Obuhvat2D	Cell #	     29636	   70.46	   0.231	21
01SEP2022 16:37:11  Obuhvat2D	Cell #	     29636	   70.16	   0.295	20

01SEP2022 16:37:16  Obuhvat2D	Cell #	     29634	   70.20	   0.004	20
01SEP2022 16:37:21  Obuhvat2D	Cell #	     29634	   70.41	   0.211	22
01SEP2022 16:37:25  Obuhvat2D	Cell #	     29636	   70.34	   0.058	20
01SEP2022 16:37:30  Obuhvat2D	Cell #	     29634	   70.19	   0.233	21

01SEP2022 16:37:35  Obuhvat2D	Cell #	     29634	   70.40	   0.173	21
01SEP2022 16:37:39  Obuhvat2D	Cell #	     29636	   70.38	   0.048	20
01SEP2022 16:37:44  Obuhvat2D	Cell #	     29634	   70.21	   0.204	21
01SEP2022 16:37:49  Obuhvat2D	Cell #	     29636	   70.44	   0.192	20

01SEP2022 16:37:54  Obuhvat2D	Cell #	     29636	   70.20	   0.240	20
01SEP2022 16:37:58  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20
01SEP2022 16:38:03  Obuhvat2D	Cell #	     29634	   70.41	   0.211	22
01SEP2022 16:38:08  Obuhvat2D	Cell #	     29636	   70.34	   0.075	20

01SEP2022 16:38:12  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:38:17  Obuhvat2D	Cell #	     29634	   70.40	   0.169	21
01SEP2022 16:38:22  Obuhvat2D	Cell #	     29634	   70.17	   0.049	20
01SEP2022 16:38:26  Obuhvat2D	Cell #	     29634	   70.21	   0.202	21

01SEP2022 16:38:31  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20
01SEP2022 16:38:36  Obuhvat2D	Cell #	     29636	   70.20	   0.229	20
01SEP2022 16:38:40  Obuhvat2D	Cell #	     29634	   70.20	   0.020	20
01SEP2022 16:38:45  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22

01SEP2022 16:38:50  Obuhvat2D	Cell #	     29636	   70.34	   0.075	20
01SEP2022 16:38:54  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:38:59  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:39:04  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20

01SEP2022 16:39:09  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:39:13  Obuhvat2D	Cell #	     29634	   70.21	   0.188	20
01SEP2022 16:39:18  Obuhvat2D	Cell #	     29636	   70.21	   0.226	20
01SEP2022 16:39:23  Obuhvat2D	Cell #	     29634	   70.20	   0.020	20

01SEP2022 16:39:27  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22
01SEP2022 16:39:32  Obuhvat2D	Cell #	     29636	   70.34	   0.076	20
01SEP2022 16:39:37  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:39:41  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21

01SEP2022 16:39:46  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:39:51  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:39:55  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20
01SEP2022 16:40:00  Obuhvat2D	Cell #	     29636	   70.21	   0.225	20

01SEP2022 16:40:05  Obuhvat2D	Cell #	     29634	   70.20	   0.020	20
01SEP2022 16:40:09  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22
01SEP2022 16:40:14  Obuhvat2D	Cell #	     29636	   70.34	   0.076	20
01SEP2022 16:40:19  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21

01SEP2022 16:40:24  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:40:28  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:40:33  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:40:38  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20

01SEP2022 16:40:42  Obuhvat2D	Cell #	     29636	   70.21	   0.225	20
01SEP2022 16:40:47  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20
01SEP2022 16:40:52  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22
01SEP2022 16:40:56  Obuhvat2D	Cell #	     29636	   70.34	   0.076	20

01SEP2022 16:41:01  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:41:06  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:41:10  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:41:15  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22

01SEP2022 16:41:20  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20
01SEP2022 16:41:24  Obuhvat2D	Cell #	     29636	   70.21	   0.226	20
01SEP2022 16:41:29  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20
01SEP2022 16:41:34  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22

01SEP2022 16:41:39  Obuhvat2D	Cell #	     29636	   70.34	   0.075	20
01SEP2022 16:41:43  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:41:48  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:41:53  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20

01SEP2022 16:41:57  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:42:02  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20
01SEP2022 16:42:07  Obuhvat2D	Cell #	     29636	   70.21	   0.228	20
01SEP2022 16:42:11  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20

01SEP2022 16:42:16  Obuhvat2D	Cell #	     29634	   70.41	   0.208	22
01SEP2022 16:42:21  Obuhvat2D	Cell #	     29636	   70.34	   0.075	20
01SEP2022 16:42:25  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:42:30  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21

01SEP2022 16:42:35  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:42:39  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:42:44  Obuhvat2D	Cell #	     29634	   70.21	   0.187	20
01SEP2022 16:42:49  Obuhvat2D	Cell #	     29636	   70.20	   0.230	20

01SEP2022 16:42:54  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20
01SEP2022 16:42:58  Obuhvat2D	Cell #	     29634	   70.41	   0.208	21
01SEP2022 16:43:03  Obuhvat2D	Cell #	     29636	   70.34	   0.075	20
01SEP2022 16:43:08  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21

01SEP2022 16:43:12  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:43:17  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:43:22  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22
01SEP2022 16:43:26  Obuhvat2D	Cell #	     29636	   70.44	   0.188	20

01SEP2022 16:43:31  Obuhvat2D	Cell #	     29636	   70.20	   0.234	20
01SEP2022 16:43:36  Obuhvat2D	Cell #	     29634	   70.20	   0.019	20
01SEP2022 16:43:40  Obuhvat2D	Cell #	     29634	   70.41	   0.208	21
01SEP2022 16:43:45  Obuhvat2D	Cell #	     29636	   70.34	   0.074	20

01SEP2022 16:43:50  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:43:54  Obuhvat2D	Cell #	     29634	   70.40	   0.168	21
01SEP2022 16:43:59  Obuhvat2D	Cell #	     29634	   70.17	   0.048	20
01SEP2022 16:44:04  Obuhvat2D	Cell #	     29634	   70.21	   0.202	22

01SEP2022 16:44:09  Obuhvat2D	Cell #	     29634	   70.40	   0.190	20
01SEP2022 16:44:13  Obuhvat2D	Cell #	     29636	   70.37	   0.029	20
01SEP2022 16:44:18  Obuhvat2D	Cell #	     29634	   70.42	   0.223	21
01SEP2022 16:44:23  Obuhvat2D	Cell #	     29636	   70.40	   0.073	20

01SEP2022 16:44:27  Obuhvat2D	Cell #	     29634	   70.41	   0.184	20
01SEP2022 16:44:32  Obuhvat2D	Cell #	     29636	   70.38	   0.019	20
01SEP2022 16:44:37  Obuhvat2D	Cell #	     29634	   70.19	   0.225	21
01SEP2022 16:44:41  Obuhvat2D	Cell #	     29634	   70.23	   0.184	21

01SEP2022 16:44:46  Obuhvat2D	Cell #	     29636	   70.23	   0.201	21
01SEP2022 16:44:51  Obuhvat2D	Cell #	     29634	   70.09	   0.255	20
01SEP2022 16:44:55  Obuhvat2D	Cell #	     29634	   70.39	   0.294	20
01SEP2022 16:45:00  Obuhvat2D	Cell #	     29634	   70.21	   0.004	20

01SEP2022 16:45:05  Obuhvat2D	Cell #	     29634	   70.41	   0.205	21
01SEP2022 16:45:09  Obuhvat2D	Cell #	     29636	   70.34	   0.059	20
01SEP2022 16:45:14  Obuhvat2D	Cell #	     29634	   70.19	   0.231	20
01SEP2022 16:45:19  Obuhvat2D	Cell #	     29634	   70.20	   0.211	20

01SEP2022 16:45:24  Obuhvat2D	Cell #	     29634	   70.41	   0.210	21
01SEP2022 16:45:28  Obuhvat2D	Cell #	     29636	   70.35	   0.009	20
01SEP2022 16:45:33  Obuhvat2D	Cell #	     29634	   70.20	   0.218	21
01SEP2022 16:45:38  Obuhvat2D	Cell #	     29634	   70.39	   0.166	21

01SEP2022 16:45:42  Obuhvat2D	Cell #	     29636	   70.30	   0.129	20
01SEP2022 16:45:47  Obuhvat2D	Cell #	     29636	   70.31	   0.121	21
01SEP2022 16:45:52  Obuhvat2D	Cell #	     29634	   70.21	   0.197	21
01SEP2022 16:45:56  Obuhvat2D	Cell #	     29634	   70.39	   0.184	21

01SEP2022 16:46:01  Obuhvat2D	Cell #	     29636	   70.38	   0.042	20
01SEP2022 16:46:06  Obuhvat2D	Cell #	     29636	   70.40	   0.107	20
01SEP2022 16:46:10  Obuhvat2D	Cell #	     29636	   70.26	   0.149	21
01SEP2022 16:46:15  Obuhvat2D	Cell #	     29634	   70.23	   0.174	21

01SEP2022 16:46:20  Obuhvat2D	Cell #	     29634	   70.30	   0.025	20
01SEP2022 16:46:24  Obuhvat2D	Cell #	     29634	   70.19	   0.104	20
01SEP2022 16:46:29  Obuhvat2D	Cell #	     29634	   70.19	   0.219	20
01SEP2022 16:46:34  Obuhvat2D	Cell #	     29634	   70.20	   0.209	21

01SEP2022 16:46:39  Obuhvat2D	Cell #	     29634	   70.23	   0.166	21
01SEP2022 16:46:43  Obuhvat2D	Cell #	     29636	   70.22	   0.208	20
01SEP2022 16:46:48  Obuhvat2D	Cell #	     29634	   70.14	   0.163	20
01SEP2022 16:46:53  Obuhvat2D	Cell #	     29636	   70.42	   0.149	21

01SEP2022 16:46:57  Obuhvat2D	Cell #	     29636	   70.23	   0.182	20
01SEP2022 16:47:02  Obuhvat2D	Cell #	     29634	   70.30	   0.092	20
01SEP2022 16:47:07  Obuhvat2D	Cell #	     29634	   70.18	   0.119	21
01SEP2022 16:47:11  Obuhvat2D	Cell #	     29634	   70.41	   0.184	20

01SEP2022 16:47:16  Obuhvat2D	Cell #	     29635	   70.17	   0.016	20
01SEP2022 16:47:21  Obuhvat2D	Cell #	     29635	   70.16	   0.018	20
01SEP2022 16:47:25  Obuhvat2D	Cell #	     29634	   70.19	   0.034	20
01SEP2022 16:47:30  Obuhvat2D	Cell #	     29634	   70.19	   0.217	20

01SEP2022 16:47:35  Obuhvat2D	Cell #	     29634	   70.20	   0.210	21
01SEP2022 16:47:39  Obuhvat2D	Cell #	     29634	   70.38	   0.151	20
01SEP2022 16:47:44  Obuhvat2D	Cell #	     29636	   70.30	   0.138	20
